0.878,0.880,0.289,0.464,0.496,0.735,0.379,0.504,0.685,0.368
0.871,0.876,0.298,0.477,0.496,0.728,0.390,0.498,0.688,0.382
0.990,0.993,0.413,0.718,0.275,0.916,0.692,0.300,0.919,0.729
0.941,0.938,0.145,0.296,0.305,0.769,0.229,0.563,0.579,0.161
0.969,0.967,0.088,0.224,0.221,0.806,0.163,0.585,0.550,0.098
0.971,0.969,0.082,0.213,0.208,0.808,0.154,0.590,0.540,0.090
0.980,0.979,0.048,0.142,0.128,0.813,0.105,0.630,0.451,0.047
0.981,0.980,0.046,0.138,0.123,0.812,0.102,0.633,0.444,0.045
1.000,1.000,0.502,0.916,0.053,0.997,0.911,0.070,0.997,0.961
0.955,0.964,0.376,0.633,0.378,0.830,0.587,0.399,0.834,0.592
0.945,0.956,0.370,0.620,0.391,0.816,0.569,0.411,0.818,0.571
0.878,0.880,0.289,0.464,0.496,0.735,0.379,0.504,0.684,0.368
0.871,0.876,0.298,0.477,0.496,0.727,0.390,0.498,0.688,0.382
0.922,0.919,0.195,0.362,0.387,0.758,0.285,0.539,0.627,0.228
0.985,0.984,0.028,0.086,0.065,0.802,0.066,0.673,0.328,0.023
0.969,0.967,0.089,0.225,0.222,0.806,0.163,0.584,0.551,0.099
0.980,0.979,0.048,0.142,0.128,0.812,0.105,0.630,0.451,0.047
0.945,0.943,0.137,0.288,0.295,0.773,0.221,0.565,0.576,0.153
0.940,0.937,0.148,0.300,0.310,0.768,0.232,0.561,0.582,0.165
0.943,0.941,0.141,0.292,0.299,0.771,0.224,0.564,0.577,0.156
0.882,0.884,0.285,0.461,0.495,0.740,0.375,0.505,0.686,0.364
0.971,0.969,0.084,0.218,0.213,0.809,0.157,0.587,0.547,0.093
0.945,0.943,0.137,0.288,0.295,0.773,0.221,0.565,0.576,0.153
0.980,0.979,0.049,0.145,0.131,0.815,0.106,0.627,0.458,0.048
0.987,0.986,0.025,0.080,0.060,0.808,0.061,0.678,0.322,0.020
0.995,0.995,0.009,0.040,0.024,0.853,0.027,0.746,0.231,0.006
0.973,0.972,0.078,0.208,0.201,0.814,0.149,0.591,0.540,0.086
0.994,0.994,0.011,0.044,0.028,0.846,0.030,0.738,0.242,0.007
0.998,0.998,0.003,0.020,0.010,0.889,0.012,0.795,0.165,0.002
1.000,1.000,0.001,0.008,0.003,0.926,0.004,0.849,0.102,0.000
0.988,0.988,0.022,0.074,0.055,0.813,0.056,0.686,0.311,0.018
0.980,0.979,0.049,0.144,0.130,0.811,0.106,0.629,0.453,0.048
0.987,0.987,0.024,0.078,0.058,0.809,0.059,0.683,0.315,0.019
0.970,0.968,0.085,0.220,0.216,0.809,0.159,0.586,0.549,0.095
0.980,0.979,0.050,0.147,0.133,0.812,0.108,0.627,0.458,0.050
0.980,0.979,0.047,0.139,0.124,0.811,0.103,0.632,0.444,0.045
0.988,0.987,0.023,0.075,0.055,0.812,0.057,0.686,0.311,0.018
0.981,0.979,0.047,0.138,0.123,0.811,0.102,0.633,0.443,0.045
0.987,0.986,0.025,0.081,0.061,0.807,0.062,0.678,0.321,0.020
0.990,0.993,0.413,0.718,0.275,0.916,0.693,0.300,0.919,0.729
1.000,1.000,0.500,0.913,0.056,0.997,0.908,0.073,0.997,0.959
0.955,0.965,0.376,0.634,0.378,0.831,0.588,0.398,0.834,0.593
0.941,0.938,0.146,0.297,0.306,0.768,0.229,0.562,0.579,0.162
0.970,0.969,0.082,0.213,0.208,0.807,0.155,0.590,0.538,0.090
0.870,0.875,0.299,0.478,0.496,0.727,0.391,0.498,0.688,0.383
0.918,0.915,0.203,0.370,0.397,0.755,0.293,0.537,0.630,0.237
0.920,0.917,0.195,0.359,0.382,0.755,0.284,0.541,0.621,0.225
0.941,0.939,0.145,0.296,0.304,0.769,0.228,0.563,0.579,0.161
0.870,0.875,0.298,0.477,0.496,0.727,0.391,0.498,0.688,0.382
0.992,0.994,0.415,0.728,0.263,0.924,0.703,0.289,0.927,0.743
0.971,0.969,0.081,0.212,0.207,0.808,0.154,0.590,0.539,0.089
0.866,0.872,0.305,0.483,0.494,0.723,0.397,0.497,0.687,0.390
0.921,0.918,0.199,0.367,0.393,0.758,0.289,0.537,0.631,0.233
0.923,0.920,0.192,0.356,0.379,0.757,0.281,0.541,0.622,0.222
0.945,0.956,0.369,0.618,0.392,0.815,0.567,0.412,0.817,0.568
0.940,0.938,0.146,0.298,0.307,0.768,0.230,0.562,0.580,0.163
0.968,0.966,0.090,0.227,0.224,0.804,0.165,0.584,0.550,0.100
0.995,0.995,0.009,0.041,0.025,0.851,0.027,0.745,0.232,0.006
0.998,0.998,0.003,0.019,0.009,0.892,0.011,0.801,0.157,0.002
0.970,0.968,0.084,0.216,0.210,0.806,0.156,0.589,0.540,0.092
0.980,0.978,0.049,0.142,0.127,0.809,0.106,0.631,0.446,0.047
0.990,0.993,0.413,0.719,0.274,0.916,0.693,0.300,0.920,0.730
0.922,0.919,0.199,0.369,0.396,0.761,0.290,0.536,0.635,0.235
0.944,0.941,0.140,0.290,0.298,0.772,0.223,0.564,0.577,0.155
0.948,0.959,0.371,0.623,0.388,0.820,0.574,0.408,0.823,0.576
0.968,0.966,0.090,0.225,0.222,0.803,0.164,0.585,0.548,0.099
0.998,0.998,0.003,0.020,0.009,0.890,0.011,0.798,0.161,0.002
0.971,0.969,0.081,0.211,0.205,0.806,0.153,0.592,0.535,0.088
0.919,0.916,0.203,0.370,0.398,0.757,0.293,0.536,0.633,0.237
0.942,0.939,0.144,0.295,0.304,0.769,0.228,0.563,0.579,0.160
0.880,0.882,0.288,0.466,0.496,0.737,0.379,0.503,0.688,0.369
0.968,0.967,0.089,0.224,0.221,0.805,0.163,0.585,0.549,0.098
0.978,0.977,0.052,0.148,0.134,0.807,0.110,0.627,0.454,0.050
0.979,0.978,0.048,0.139,0.124,0.806,0.104,0.633,0.439,0.046
0.986,0.986,0.026,0.081,0.061,0.806,0.062,0.679,0.320,0.020
0.971,0.970,0.080,0.210,0.204,0.808,0.152,0.591,0.536,0.087
0.924,0.921,0.191,0.357,0.381,0.760,0.281,0.540,0.625,0.223
0.970,0.968,0.086,0.222,0.218,0.808,0.160,0.585,0.549,0.096
0.981,0.980,0.047,0.139,0.125,0.814,0.103,0.631,0.448,0.046
0.981,0.980,0.045,0.135,0.120,0.814,0.100,0.634,0.441,0.043
0.946,0.944,0.135,0.285,0.292,0.775,0.218,0.566,0.575,0.150
0.924,0.921,0.191,0.358,0.382,0.760,0.282,0.540,0.626,0.223
0.970,0.968,0.086,0.222,0.218,0.808,0.160,0.585,0.549,0.096
0.972,0.970,0.080,0.211,0.205,0.810,0.152,0.590,0.540,0.088
0.981,0.980,0.047,0.139,0.125,0.814,0.103,0.631,0.448,0.046
0.988,0.987,0.023,0.076,0.055,0.812,0.057,0.685,0.312,0.018
0.995,0.995,0.009,0.039,0.023,0.855,0.026,0.749,0.227,0.006
0.922,0.919,0.196,0.364,0.390,0.760,0.287,0.538,0.630,0.229
0.969,0.967,0.089,0.225,0.221,0.806,0.163,0.584,0.550,0.098
0.980,0.979,0.048,0.141,0.127,0.812,0.105,0.631,0.449,0.047
0.988,0.987,0.023,0.076,0.056,0.811,0.058,0.685,0.311,0.018
0.995,0.995,0.009,0.039,0.023,0.854,0.026,0.748,0.228,0.006
0.945,0.942,0.138,0.288,0.295,0.773,0.221,0.565,0.576,0.153
0.920,0.917,0.200,0.368,0.396,0.758,0.291,0.536,0.633,0.235
0.940,0.938,0.147,0.299,0.309,0.768,0.231,0.561,0.582,0.164
0.944,0.941,0.140,0.291,0.299,0.772,0.223,0.564,0.577,0.156
0.970,0.969,0.084,0.219,0.214,0.809,0.158,0.586,0.547,0.094
0.979,0.978,0.051,0.147,0.132,0.810,0.109,0.628,0.455,0.050
0.987,0.986,0.025,0.080,0.059,0.807,0.061,0.682,0.316,0.020
0.921,0.918,0.199,0.367,0.394,0.759,0.290,0.537,0.632,0.234
0.940,0.938,0.147,0.299,0.308,0.769,0.231,0.561,0.581,0.164
0.944,0.941,0.140,0.290,0.298,0.772,0.223,0.564,0.577,0.155
0.971,0.969,0.084,0.218,0.213,0.810,0.157,0.587,0.547,0.093
0.988,0.988,0.022,0.074,0.054,0.813,0.056,0.688,0.308,0.017
0.921,0.918,0.200,0.369,0.397,0.760,0.291,0.536,0.634,0.235
0.967,0.965,0.091,0.228,0.225,0.803,0.166,0.584,0.550,0.101
0.969,0.968,0.085,0.217,0.212,0.805,0.158,0.589,0.540,0.093
0.979,0.978,0.049,0.143,0.128,0.808,0.106,0.630,0.447,0.048
0.988,0.987,0.023,0.076,0.056,0.810,0.058,0.686,0.310,0.018
0.995,0.995,0.009,0.039,0.024,0.853,0.026,0.748,0.228,0.006
0.946,0.957,0.371,0.621,0.390,0.818,0.571,0.409,0.820,0.573
0.919,0.916,0.198,0.362,0.387,0.755,0.287,0.539,0.624,0.229
0.967,0.966,0.090,0.225,0.222,0.802,0.165,0.585,0.546,0.099
0.979,0.978,0.049,0.142,0.127,0.807,0.106,0.631,0.444,0.047
0.944,0.942,0.139,0.289,0.297,0.772,0.222,0.565,0.576,0.154
0.949,0.960,0.372,0.624,0.386,0.822,0.575,0.406,0.824,0.578
0.872,0.878,0.301,0.483,0.494,0.729,0.395,0.497,0.691,0.388
0.881,0.884,0.287,0.469,0.497,0.737,0.380,0.499,0.692,0.371
0.921,0.918,0.199,0.367,0.393,0.758,0.289,0.537,0.631,0.233
0.863,0.872,0.310,0.489,0.494,0.721,0.404,0.497,0.687,0.396
0.870,0.876,0.300,0.479,0.495,0.727,0.392,0.498,0.689,0.384
0.992,0.994,0.416,0.729,0.261,0.925,0.705,0.287,0.928,0.746
0.918,0.915,0.203,0.370,0.397,0.756,0.293,0.536,0.631,0.237
0.941,0.938,0.145,0.297,0.306,0.769,0.229,0.562,0.579,0.162
0.943,0.940,0.141,0.292,0.300,0.771,0.225,0.564,0.578,0.157
0.973,0.971,0.079,0.210,0.205,0.813,0.151,0.590,0.542,0.088
0.974,0.972,0.077,0.208,0.202,0.815,0.148,0.590,0.542,0.086
0.989,0.989,0.021,0.071,0.052,0.816,0.054,0.690,0.306,0.017
0.998,0.998,0.003,0.019,0.009,0.893,0.011,0.801,0.159,0.002
0.941,0.953,0.368,0.614,0.396,0.810,0.561,0.416,0.812,0.562
0.952,0.962,0.374,0.629,0.382,0.826,0.582,0.402,0.830,0.586
0.941,0.938,0.145,0.296,0.305,0.769,0.229,0.562,0.579,0.161
0.879,0.882,0.289,0.468,0.497,0.735,0.381,0.501,0.689,0.371
0.876,0.881,0.294,0.476,0.496,0.732,0.388,0.498,0.692,0.379
0.921,0.919,0.194,0.359,0.383,0.757,0.284,0.540,0.623,0.225
0.919,0.916,0.203,0.370,0.398,0.757,0.293,0.536,0.633,0.237
0.941,0.939,0.144,0.295,0.304,0.769,0.228,0.563,0.579,0.160
0.943,0.954,0.368,0.616,0.394,0.813,0.564,0.414,0.814,0.565
0.919,0.916,0.203,0.370,0.398,0.757,0.293,0.536,0.632,0.237
0.942,0.939,0.144,0.296,0.304,0.769,0.228,0.563,0.579,0.160
0.881,0.883,0.287,0.465,0.496,0.737,0.378,0.502,0.689,0.368
0.947,0.958,0.370,0.621,0.389,0.819,0.571,0.409,0.821,0.573
0.872,0.878,0.300,0.481,0.494,0.729,0.394,0.497,0.691,0.386
0.940,0.937,0.148,0.301,0.310,0.768,0.232,0.561,0.582,0.165
0.970,0.968,0.086,0.221,0.217,0.808,0.159,0.586,0.549,0.095
0.922,0.920,0.194,0.360,0.385,0.759,0.284,0.539,0.627,0.226
0.979,0.978,0.047,0.136,0.121,0.805,0.103,0.636,0.432,0.044
0.988,0.988,0.022,0.074,0.053,0.812,0.055,0.690,0.305,0.017
0.955,0.964,0.376,0.633,0.379,0.830,0.587,0.399,0.833,0.592
0.919,0.916,0.203,0.370,0.398,0.757,0.293,0.536,0.632,0.237
0.941,0.939,0.145,0.296,0.304,0.769,0.228,0.563,0.578,0.161
0.875,0.878,0.291,0.465,0.497,0.732,0.381,0.504,0.684,0.370
0.866,0.872,0.304,0.481,0.495,0.723,0.396,0.497,0.687,0.388
0.969,0.967,0.087,0.221,0.217,0.806,0.160,0.586,0.546,0.096
0.921,0.918,0.195,0.359,0.384,0.757,0.284,0.540,0.623,0.226
0.878,0.880,0.289,0.464,0.496,0.735,0.379,0.504,0.685,0.368
0.955,0.964,0.376,0.633,0.378,0.831,0.587,0.399,0.834,0.592
0.864,0.871,0.306,0.483,0.494,0.722,0.398,0.497,0.686,0.391
0.876,0.879,0.290,0.466,0.497,0.733,0.381,0.503,0.685,0.370
0.921,0.918,0.199,0.367,0.393,0.758,0.289,0.537,0.631,0.233
